,Gene,HotSpotNearestGene
1957,AT3G01770,Bcin04g04700
1958,AT5G22640,Bcin04g04700
1959,AT3G02180,Bcin04g04700
1960,AT3G03040,Bcin04g04700
1961,AT3G03630,Bcin04g04700
1962,AT5G23550,Bcin04g04700
1963,AT5G24165,Bcin04g04700
1964,AT5G24314,Bcin04g04700
1965,AT5G42030,Bcin04g04700
1966,AT5G25080,Bcin04g04700
1967,AT3G52380,Bcin04g04700
1968,AT3G52905,Bcin04g04700
1969,AT3G53460,Bcin04g04700
1970,AT3G53470,Bcin04g04700
1971,AT3G53760,Bcin04g04700
1972,AT3G05520,Bcin04g04700
1973,AT3G05810,Bcin04g04700
1974,AT3G06980,Bcin04g04700
1975,AT3G54290,Bcin04g04700
1976,AT3G07200,Bcin04g04700
1977,AT5G27560,Bcin04g04700
1978,AT5G27950,Bcin04g04700
1979,AT3G08010,Bcin04g04700
1980,AT5G28030,Bcin04g04700
1981,AT5G35170,Bcin04g04700
1982,AT3G09050,Bcin04g04700
1983,AT3G09210,Bcin04g04700
1984,AT3G57470,Bcin04g04700
1985,AT3G10405,Bcin04g04700
1986,AT5G35995,Bcin04g04700
1987,AT3G58220,Bcin04g04700
1988,AT4G30620,Bcin04g04700
1989,AT3G59060,Bcin04g04700
1990,AT3G59110,Bcin04g04700
1991,AT5G38290,Bcin04g04700
1992,AT4G31650,Bcin04g04700
1993,AT3G13062,Bcin04g04700
1994,AT3G13120,Bcin04g04700
1995,AT3G60320,Bcin04g04700
1996,AT5G39530,Bcin04g04700
1997,AT5G39790,Bcin04g04700
1998,AT3G61700,Bcin04g04700
1999,AT5G08500,Bcin04g04700
2000,AT3G14150,Bcin04g04700
2001,AT3G14410,Bcin04g04700
2002,AT3G14930,Bcin04g04700
2003,AT3G15570,Bcin04g04700
2004,AT3G63170,Bcin04g04700
2005,AT3G26070,Bcin04g04700
2006,AT4G13830,Bcin04g04700
2007,AT5G11330,Bcin04g04700
2008,AT3G16260,Bcin04g04700
2009,AT3G16750,Bcin04g04700
2010,AT3G17170,Bcin04g04700
2011,AT3G17310,Bcin04g04700
2012,AT4G38020,Bcin04g04700
2013,AT3G17930,Bcin04g04700
2014,AT3G18390,Bcin04g04700
2015,AT3G19000,Bcin04g04700
2016,AT3G19400,Bcin04g04700
2017,AT3G19515,Bcin04g04700
2018,AT5G44520,Bcin04g04700
2019,AT4G04350,Bcin04g04700
2020,AT5G44930,Bcin04g04700
2021,AT3G20230,Bcin04g04700
2022,AT5G02670,Bcin04g04700
2023,AT4G09040,Bcin04g04700
2024,AT4G09350,Bcin04g04700
2025,AT5G45930,Bcin04g04700
2026,AT3G20820,Bcin04g04700
2027,AT3G21060,Bcin04g04700
2028,AT4G09890,Bcin04g04700
2029,AT3G21465,Bcin04g04700
2030,AT5G47190,Bcin04g04700
2031,AT5G05000,Bcin04g04700
2032,AT5G48590,Bcin04g04700
2033,AT3G23050,Bcin04g04700
2034,AT5G48660,Bcin04g04700
2035,AT5G06690,Bcin04g04700
2036,AT5G48840,Bcin04g04700
2037,AT3G23700,Bcin04g04700
2038,AT5G48910,Bcin04g04700
2039,AT3G50440,Bcin04g04700
2040,AT4G12990,Bcin04g04700
2041,AT5G08650,Bcin04g04700
2042,AT5G64330,Bcin04g04700
2043,AT5G50420,Bcin04g04700
2044,AT5G51350,Bcin04g04700
2045,AT5G64342,Bcin04g04700
2046,AT3G52150,Bcin04g04700
2047,AT3G52170,Bcin04g04700
2048,AT3G26710,Bcin04g04700
2049,AT5G53020,Bcin04g04700
2050,AT3G27420,Bcin04g04700
2051,AT3G27850,Bcin04g04700
2052,AT5G53490,Bcin04g04700
2053,AT5G53580,Bcin04g04700
2054,AT3G28140,Bcin04g04700
2055,AT5G13770,Bcin04g04700
2056,AT5G26980,Bcin04g04700
2057,AT3G54790,Bcin04g04700
2058,AT5G55210,Bcin04g04700
2059,AT3G29290,Bcin04g04700
2060,AT3G43540,Bcin04g04700
2061,AT3G43670,Bcin04g04700
2062,AT5G56520,Bcin04g04700
2063,AT3G44890,Bcin04g04700
2064,AT5G57340,Bcin04g04700
2065,AT4G16410,Bcin04g04700
2066,AT3G45780,Bcin04g04700
2067,AT4G16710,Bcin04g04700
2068,AT3G46990,Bcin04g04700
2069,AT4G17600,Bcin04g04700
2070,AT3G47450,Bcin04g04700
2071,AT5G18680,Bcin04g04700
2072,AT4G18070,Bcin04g04700
2073,AT4G18120,Bcin04g04700
2074,AT4G18810,Bcin04g04700
2075,AT3G49250,Bcin04g04700
2076,AT3G49470,Bcin04g04700
2077,AT4G19530,Bcin04g04700
2078,AT3G61220,Bcin04g04700
2079,AT4G33470,Bcin04g04700
2080,AT5G63530,Bcin04g04700
2081,AT4G21190,Bcin04g04700
2082,AT3G62030,Bcin04g04700
2083,AT3G51270,Bcin04g04700
2084,AT3G51510,Bcin04g04700
2085,AT5G41240,Bcin04g04700
2086,AT5G64341,Bcin04g04700
2087,AT3G56480,Bcin04g04700
2088,AT4G23670,Bcin04g04700
2089,AT5G25210,Bcin04g04700
2090,AT5G25630,Bcin04g04700
2091,AT4G24750,Bcin04g04700
2092,AT5G64980,Bcin04g04700
2093,AT4G26370,Bcin04g04700
2094,AT3G54050,Bcin04g04700
2095,AT5G26910,Bcin04g04700
2096,AT4G02920,Bcin04g04700
2097,AT4G39620,Bcin04g04700
2098,AT4G27700,Bcin04g04700
2099,AT3G56290,Bcin04g04700
2100,AT4G10470,Bcin04g04700
2101,AT5G67385,Bcin04g04700
2102,AT3G57040,Bcin04g04700
2103,AT3G57050,Bcin04g04700
2104,AT3G57320,Bcin04g04700
2105,AT5G35490,Bcin04g04700
2106,AT5G35750,Bcin04g04700
2107,AT5G35790,Bcin04g04700
2108,AT4G30580,Bcin04g04700
2109,AT5G04070,Bcin04g04700
2110,AT4G30690,Bcin04g04700
2111,AT5G04880,Bcin04g04700
2112,AT5G37340,Bcin04g04700
2113,AT5G40950,Bcin04g04700
2114,AT4G32270,Bcin04g04700
2115,AT4G32330,Bcin04g04700
2116,AT5G48800,Bcin04g04700
2117,AT3G60370,Bcin04g04700
2118,AT5G20140,Bcin04g04700
2119,AT4G33030,Bcin04g04700
2120,AT4G20360,Bcin04g04700
2121,AT3G61870,Bcin04g04700
2122,AT4G33740,Bcin04g04700
2123,AT3G62080,Bcin04g04700
2124,AT3G62750,Bcin04g04700
2125,AT5G10560,Bcin04g04700
2126,AT5G44200,Bcin04g04700
2127,AT4G40060,Bcin04g04700
2128,AT4G23430,Bcin04g04700
2129,AT4G36970,Bcin04g04700
2130,AT4G37560,Bcin04g04700
2131,AT4G14620,Bcin04g04700
2132,AT4G02020,Bcin04g04700
2133,AT5G43270,Bcin04g04700
2134,AT4G02260,Bcin04g04700
2135,AT4G02770,Bcin04g04700
2136,AT4G39460,Bcin04g04700
2137,AT5G43740,Bcin04g04700
2138,AT4G03935,Bcin04g04700
2139,AT5G59830,Bcin04g04700
2140,AT5G27390,Bcin04g04700
2141,AT4G15780,Bcin04g04700
2142,AT4G08280,Bcin04g04700
2143,AT5G45140,Bcin04g04700
2144,AT4G15930,Bcin04g04700
2145,AT5G57180,Bcin04g04700
2146,AT5G03050,Bcin04g04700
2147,AT4G09650,Bcin04g04700
2148,AT4G09730,Bcin04g04700
2149,AT5G17270,Bcin04g04700
2150,AT5G46420,Bcin04g04700
2151,AT4G13495,Bcin04g04700
2152,AT5G64340,Bcin04g04700
2153,AT4G34090,Bcin04g04700
2154,AT4G15560,Bcin04g04700
2155,AT4G29060,Bcin04g04700
2156,AT5G61480,Bcin04g04700
2157,AT4G11900,Bcin04g04700
2158,AT5G06980,Bcin04g04700
2159,AT4G14720,Bcin04g04700
2160,AT5G53170,Bcin04g04700
2161,AT5G22340,Bcin04g04700
2162,AT4G26555,Bcin04g04700
2163,AT4G21280,Bcin04g04700
2164,AT4G34020,Bcin04g04700
2165,AT5G65740,Bcin04g04700
2166,AT5G43920,Bcin04g04700
2167,AT4G39770,Bcin04g04700
2168,AT4G28830,Bcin04g04700
2169,AT5G64380,Bcin04g04700
2170,AT5G12250,Bcin04g04700
2171,AT5G64770,Bcin04g04700
2172,AT5G35480,Bcin04g04700
2173,AT5G64940,Bcin04g04700
2174,AT5G42770,Bcin04g04700
2175,AT5G03430,Bcin04g04700
2176,AT5G26742,Bcin04g04700
2177,AT5G42370,Bcin04g04700
2178,AT4G21585,Bcin04g04700
2179,AT5G23120,Bcin04g04700
2180,AT5G09990,Bcin04g04700
2181,AT5G46270,Bcin04g04700
2182,AT4G15790,Bcin04g04700
2183,AT5G16000,Bcin04g04700
2184,AT5G56210,Bcin04g04700
2185,AT5G40080,Bcin04g04700
2186,AT5G16030,Bcin04g04700
2187,AT5G16400,Bcin04g04700
2188,AT5G53150,Bcin04g04700
2189,AT5G20110,Bcin04g04700
2190,AT5G55230,Bcin04g04700
2191,AT5G14910,Bcin04g04700
2192,AT5G38980,Bcin04g04700
2193,AT5G64343,Bcin04g04700
2194,AT5G43310,Bcin04g04700
2195,AT5G52970,Bcin04g04700
2196,AT4G37920,Bcin04g04700
2197,AT5G13120,Bcin04g04700
2198,AT5G64580,Bcin04g04700
2199,AT5G15280,Bcin04g04700
2200,AT5G44190,Bcin04g04700
2201,AT5G28020,Bcin04g04700
2202,AT5G57660,Bcin04g04700
2203,AT5G67150,Bcin04g04700
2204,AT5G55220,Bcin04g04700
2205,AT4G29990,Bcin04g04700
2206,AT5G66910,Bcin04g04700
2207,AT5G15010,Bcin04g04700
2208,AT1G66070,Bcin04g05160
2209,AT3G59570,Bcin04g05160
2210,AT1G61360,Bcin04g05160
2211,AT1G26340,Bcin04g05160
2212,AT1G68340,Bcin04g05160
2213,AT1G70750,Bcin04g05160
2214,AT1G72450,Bcin04g05160
2215,AT4G36945,Bcin04g05160
2216,AT1G74450,Bcin04g05160
2217,AT1G61580,Bcin04g05160
2218,AT2G24545,Bcin04g05160
2219,AT5G02780,Bcin04g05160
2220,AT1G77420,Bcin04g05160
2221,AT4G17615,Bcin04g05160
2222,AT2G23320,Bcin04g05160
2223,AT4G34660,Bcin04g05160
2224,AT2G33120,Bcin04g05160
2225,AT1G18740,Bcin04g05160
2226,AT4G10390,Bcin04g05160
2227,AT2G04100,Bcin04g05160
2228,AT4G01895,Bcin04g05160
2229,AT4G30210,Bcin04g05160
2230,AT3G13430,Bcin04g05160
2231,AT1G57610,Bcin04g05160
2232,AT4G15233,Bcin04g05160
2233,AT2G32830,Bcin04g05160
2234,AT4G39540,Bcin04g05160
2235,AT2G41730,Bcin04g05160
2236,AT1G77885,Bcin04g05160
2237,AT1G68310,Bcin04g05160
2238,AT1G23220,Bcin04g05160
2239,AT4G14420,Bcin04g05160
2240,AT1G19020,Bcin04g05160
2241,AT1G25155,Bcin04g05160
2242,AT4G30060,Bcin04g05160
2243,AT1G24909,Bcin04g05160
2244,AT4G30340,Bcin04g05160
2245,AT2G29500,Bcin04g05160
2246,AT5G43420,Bcin04g05160
2247,AT1G14360,Bcin04g05160
2248,AT3G12145,Bcin04g05160
2249,AT5G47050,Bcin04g05160
2250,AT3G21560,Bcin04g05160
2251,AT3G12750,Bcin04g05160
2252,AT1G26390,Bcin04g05160
2253,AT1G12200,Bcin04g05160
2254,AT5G39040,Bcin04g05160
2255,AT5G39360,Bcin04g05160
2256,AT5G22140,Bcin04g05160
2257,AT1G74030,Bcin04g05160
2258,AT2G25737,Bcin04g05160
2259,AT4G10040,Bcin04g05160
2260,AT1G75020,Bcin04g05160
2261,AT5G09680,Bcin04g05160
2262,AT1G30755,Bcin04g05160
2263,AT3G26020,Bcin04g05160
2264,AT2G14750,Bcin04g05160
2265,AT2G37940,Bcin04g05160
2266,AT5G42150,Bcin04g05160
2267,AT3G26680,Bcin04g05160
2268,AT4G01750,Bcin04g05160
2269,AT4G37660,Bcin04g05160
2270,AT4G25900,Bcin04g05160
2271,AT1G76650,Bcin04g05160
2272,AT2G40095,Bcin04g05160
2273,AT5G13750,Bcin04g05160
2274,AT5G53820,Bcin04g05160
2275,AT3G28210,Bcin04g05160
2276,AT3G28450,Bcin04g05160
2277,AT4G39940,Bcin04g05160
2278,AT1G43860,Bcin04g05160
2279,AT2G31230,Bcin04g05160
2280,AT1G23550,Bcin04g05160
2281,AT3G08950,Bcin04g05160
2282,AT1G47380,Bcin04g05160
2283,AT4G16380,Bcin04g05160
2284,AT3G20510,Bcin04g05160
2285,AT4G30530,Bcin04g05160
2286,AT5G04020,Bcin04g05160
2287,AT1G25550,Bcin04g05160
2288,AT5G46750,Bcin04g05160
2289,AT3G47090,Bcin04g05160
2290,AT2G03505,Bcin04g05160
2291,AT5G48530,Bcin04g05160
2292,AT2G46330,Bcin04g05160
2293,AT3G59660,Bcin04g05160
2294,AT4G11820,Bcin04g05160
2295,AT5G61900,Bcin04g05160
2296,AT1G17170,Bcin04g05160
2297,AT3G49530,Bcin04g05160
2298,AT3G24503,Bcin04g05160
2299,AT1G04960,Bcin04g05160
2300,AT2G37430,Bcin04g05160
2301,AT5G64300,Bcin04g05160
2302,AT5G23510,Bcin04g05160
2303,AT1G06050,Bcin04g05160
2304,AT4G23190,Bcin04g05160
2305,AT3G52070,Bcin04g05160
2306,AT3G26440,Bcin04g05160
2307,AT1G07620,Bcin04g05160
2308,AT4G24380,Bcin04g05160
2309,AT4G24390,Bcin04g05160
2310,AT1G08930,Bcin04g05160
2311,AT5G25940,Bcin04g05160
2312,AT3G05280,Bcin04g05160
2313,AT5G65270,Bcin04g05160
2314,AT4G26650,Bcin04g05160
2315,AT3G54120,Bcin04g05160
2316,AT1G10700,Bcin04g05160
2317,AT3G28930,Bcin04g05160
2318,AT3G55470,Bcin04g05160
2319,AT5G44860,Bcin04g05160
2320,AT2G21520,Bcin04g05160
2321,AT1G60440,Bcin04g05160
2322,AT4G31460,Bcin04g00830
2323,AT1G28070,Bcin04g00830
2324,AT5G49980,Bcin04g00830
2325,AT1G43700,Bcin04g00830
2326,AT3G16230,Bcin04g00830
2327,AT1G15510,Bcin04g00830
2328,AT1G75730,Bcin04g00830
2329,AT2G03340,Bcin04g00830
2330,AT4G00930,Bcin04g00830
2331,AT2G41460,Bcin04g00830
2332,AT4G10920,Bcin04g00830
2333,AT2G46550,Bcin04g00830
2334,AT2G45810,Bcin04g00830
2335,AT2G04030,Bcin04g00830
2336,AT1G30290,Bcin04g00830
2337,AT5G51960,Bcin04g00830
2338,AT1G36320,Bcin04g00830
2339,AT3G13740,Bcin04g00830
2340,AT2G28360,Bcin04g00830
2341,AT4G14760,Bcin04g00830
2342,AT3G04560,Bcin04g00830
2343,AT3G59040,Bcin04g00830
2344,AT5G36950,Bcin04g00830
2345,AT4G31390,Bcin04g00830
2346,AT1G74560,Bcin04g00830
2347,AT1G64840,Bcin04g00830
2348,AT3G15610,Bcin04g00830
2349,AT3G59650,Bcin04g00830
2350,AT1G03475,Bcin04g00830
2351,AT3G13810,Bcin04g00830
2352,AT2G01680,Bcin04g00830
2353,AT1G29790,Bcin04g00830
2354,AT2G43970,Bcin04g00830
2355,AT4G20410,Bcin04g00830
2356,AT1G53460,Bcin04g00830
2357,AT5G49960,Bcin04g00830
2358,AT1G14410,Bcin04g00830
2359,AT4G00238,Bcin04g00830
2360,AT1G75410,Bcin04g00830
2361,AT2G33051,Bcin04g00830
2362,AT5G51730,Bcin04g00830
2363,AT3G13350,Bcin04g00830
2364,AT1G52420,Bcin04g00830
2365,AT4G12750,Bcin04g00830
2366,AT5G16070,Bcin04g00830
2367,AT3G61780,Bcin04g00830
2368,AT5G65020,Bcin04g00830
2369,AT1G76892,Bcin04g00830
2370,AT1G35620,Bcin04g00830
2371,AT3G07140,Bcin04g00830
2372,AT4G10090,Bcin04g00830
2373,AT5G14460,Bcin04g00830
2374,AT2G27800,Bcin04g00830
2375,AT4G05420,Bcin04g00830
2376,AT2G38800,Bcin04g00830
2377,AT4G32360,Bcin04g00830
2378,AT1G73940,Bcin04g00830
2379,AT2G04660,Bcin04g00830
2380,AT5G45470,Bcin04g00830
2381,AT5G08380,Bcin04g00830
2382,AT1G49180,Bcin04g00830
2383,AT5G37130,Bcin04g00830
2384,AT4G16950,Bcin04g00830
2385,AT4G15520,Bcin04g00830
2386,AT5G58920,Bcin04g00830
2387,AT1G03365,Bcin04g00830
2388,AT2G46180,Bcin04g00830
2389,AT1G50600,Bcin04g00830
2390,AT2G16600,Bcin04g00830
2391,AT2G31740,Bcin04g00830
2392,AT2G31530,Bcin04g00830
2393,AT5G07670,Bcin04g00830
2394,AT5G26180,Bcin04g00830
2395,AT4G38240,Bcin04g00830
2396,AT2G36720,Bcin04g00830
2397,AT5G49880,Bcin04g00830
2398,AT2G45660,Bcin04g00830
2399,AT4G01037,Bcin04g00830
2400,AT1G18690,Bcin04g00830
2401,AT5G10920,Bcin04g00830
2402,AT3G15590,Bcin04g00830
2403,AT1G73720,Bcin04g00830
2404,AT3G23080,Bcin04g00830
2405,AT2G25170,Bcin04g00830
2406,AT5G25900,Bcin04g00830
2407,AT3G01370,Bcin04g00830
2408,AT1G29030,Bcin04g00830
2409,AT1G34380,Bcin04g00830
2410,AT1G58250,Bcin04g00830
2411,AT5G65490,Bcin04g00830
2412,AT2G20050,Bcin04g00830
2413,AT4G27450,Bcin04g00830
2414,AT1G59990,Bcin04g00830
2415,AT1G22830,Bcin04g00830
2416,AT5G52820,Bcin04g00830
2417,AT1G07200,Bcin04g00830
2418,AT5G42540,Bcin04g00830
2419,AT4G08920,Bcin04g00830
2420,AT1G75840,Bcin04g00830
2421,AT1G09010,Bcin04g00830
2422,AT3G45260,Bcin04g00830
2423,AT2G45030,Bcin04g00830
2424,AT3G10740,Bcin04g00830
2425,AT5G58710,Bcin04g00830
2426,AT1G54380,Bcin04g00830
2427,AT5G37190,Bcin04g00830
2428,AT1G06190,Bcin04g00830
2429,AT3G48500,Bcin04g00830
2430,AT5G19140,Bcin04g00830
2431,AT4G30000,Bcin04g00830
2432,AT1G03960,Bcin04g00830
2433,AT1G79050,Bcin04g00830
2434,AT5G48830,Bcin04g00830
2435,AT2G39795,Bcin04g00830
2436,AT5G63420,Bcin04g00830
2437,AT5G22800,Bcin04g00830
2438,AT4G34030,Bcin04g00830
2439,AT3G50700,Bcin04g00830
2440,AT1G75380,Bcin04g00830
2441,AT2G14080,Bcin04g00830
2442,AT3G26030,Bcin04g00830
2443,AT5G01470,Bcin04g00830
2444,AT4G18905,Bcin04g00830
2445,AT3G05120,Bcin04g00830
2446,AT1G50840,Bcin04g00830
2447,AT5G58520,Bcin04g00830
2448,AT5G61930,Bcin04g00830
2449,AT4G02075,Bcin04g00830
2450,AT1G35115,Bcin04g00830
2451,AT3G07740,Bcin04g00830
2452,AT5G49840,Bcin04g00830
2453,AT4G02990,Bcin04g00830
2454,AT3G20290,Bcin04g00830
2455,AT1G25230,Bcin04g00830
2456,AT5G65960,Bcin04g00830
2457,AT3G13061,Bcin04g00830
2458,AT5G13300,Bcin04g00830
2459,AT1G73710,Bcin04g00830
2460,AT5G39960,Bcin04g00830
2461,AT3G26890,Bcin04g00830
2462,AT5G40520,Bcin04g00830
2463,AT5G62930,Bcin04g00830
2464,AT4G16520,Bcin04g00830
2465,AT3G07930,Bcin04g00830
2466,AT1G78850,Bcin05g02780
2467,AT2G18465,Bcin05g02780
2468,AT1G01250,Bcin06g05680
2469,AT1G01690,Bcin06g05680
2470,AT1G05140,Bcin06g05680
2471,AT1G06460,Bcin06g05680
2472,AT1G08520,Bcin06g05680
2473,AT1G10760,Bcin06g05680
2474,AT1G10820,Bcin06g05680
2475,AT1G11360,Bcin06g05680
2476,AT1G12770,Bcin06g05680
2477,AT1G12845,Bcin06g05680
2478,AT1G13640,Bcin06g05680
2479,AT1G13820,Bcin06g05680
2480,AT1G14580,Bcin06g05680
2481,AT4G16770,Bcin06g05680
2482,AT1G16720,Bcin06g05680
2483,AT1G20950,Bcin06g05680
2484,AT1G21460,Bcin06g05680
2485,AT1G21680,Bcin06g05680
2486,AT1G22160,Bcin06g05680
2487,AT1G22370,Bcin06g05680
2488,AT1G23400,Bcin06g05680
2489,AT1G24265,Bcin06g05680
2490,AT1G25530,Bcin06g05680
2491,AT1G31230,Bcin06g05680
2492,AT1G33265,Bcin06g05680
2493,AT1G33480,Bcin06g05680
2494,AT1G35720,Bcin06g05680
2495,AT1G49720,Bcin06g05680
2496,AT1G51080,Bcin06g05680
2497,AT1G53090,Bcin06g05680
2498,AT1G54310,Bcin06g05680
2499,AT1G55140,Bcin06g05680
2500,AT1G55675,Bcin06g05680
2501,AT1G56310,Bcin06g05680
2502,AT1G56460,Bcin06g05680
2503,AT1G60190,Bcin06g05680
2504,AT1G60690,Bcin06g05680
2505,AT2G33450,Bcin06g05680
2506,AT1G62330,Bcin06g05680
2507,AT1G67365,Bcin06g05680
2508,AT1G67840,Bcin06g05680
2509,AT2G38820,Bcin06g05680
2510,AT2G39250,Bcin06g05680
2511,AT1G72890,Bcin06g05680
2512,AT1G73170,Bcin06g05680
2513,AT2G41210,Bcin06g05680
2514,AT1G73470,Bcin06g05680
2515,AT1G74850,Bcin06g05680
2516,AT5G16820,Bcin06g05680
2517,AT1G78910,Bcin06g05680
2518,AT1G80480,Bcin06g05680
2519,AT2G01130,Bcin06g05680
2520,AT2G02740,Bcin06g05680
2521,AT2G04240,Bcin06g05680
2522,AT2G04280,Bcin06g05680
2523,AT5G43840,Bcin06g05680
2524,AT2G12400,Bcin06g05680
2525,AT3G12080,Bcin06g05680
2526,AT2G20770,Bcin06g05680
2527,AT2G21530,Bcin06g05680
2528,AT2G21820,Bcin06g05680
2529,AT2G21970,Bcin06g05680
2530,AT2G22420,Bcin06g05680
2531,AT2G22840,Bcin06g05680
2532,AT2G23390,Bcin06g05680
2533,AT2G23610,Bcin06g05680
2534,AT2G24090,Bcin06g05680
2535,AT5G57100,Bcin06g05680
2536,AT5G57930,Bcin06g05680
2537,AT2G26330,Bcin06g05680
2538,AT2G26360,Bcin06g05680
2539,AT2G26840,Bcin06g05680
2540,AT5G60680,Bcin06g05680
2541,AT2G27680,Bcin06g05680
2542,AT2G32645,Bcin06g05680
2543,AT3G47500,Bcin06g05680
2544,AT2G33250,Bcin06g05680
2545,AT3G48410,Bcin06g05680
2546,AT2G36250,Bcin06g05680
2547,AT2G37200,Bcin06g05680
2548,AT3G51820,Bcin06g05680
2549,AT3G52840,Bcin06g05680
2550,AT3G53240,Bcin06g05680
2551,AT2G40130,Bcin06g05680
2552,AT2G41190,Bcin06g05680
2553,AT3G56690,Bcin06g05680
2554,AT2G41620,Bcin06g05680
2555,AT2G42620,Bcin06g05680
2556,AT2G43010,Bcin06g05680
2557,AT2G47910,Bcin06g05680
2558,AT3G01310,Bcin06g05680
2559,AT3G04260,Bcin06g05680
2560,AT3G04550,Bcin06g05680
2561,AT3G05936,Bcin06g05680
2562,AT5G28500,Bcin06g05680
2563,AT3G07310,Bcin06g05680
2564,AT3G10020,Bcin06g05680
2565,AT4G21650,Bcin06g05680
2566,AT3G13180,Bcin06g05680
2567,AT3G13674,Bcin06g05680
2568,AT4G23890,Bcin06g05680
2569,AT3G15380,Bcin06g05680
2570,AT5G49120,Bcin06g05680
2571,AT3G18000,Bcin06g05680
2572,AT3G18500,Bcin06g05680
2573,AT3G19780,Bcin06g05680
2574,AT3G21580,Bcin06g05680
2575,AT3G21760,Bcin06g05680
2576,AT3G22550,Bcin06g05680
2577,AT3G24520,Bcin06g05680
2578,AT4G32910,Bcin06g05680
2579,AT3G28270,Bcin06g05680
2580,AT3G44735,Bcin06g05680
2581,AT4G36660,Bcin06g05680
2582,AT3G45770,Bcin06g05680
2583,AT4G37470,Bcin06g05680
2584,AT4G37510,Bcin06g05680
2585,AT4G38430,Bcin06g05680
2586,AT3G48820,Bcin06g05680
2587,AT3G48830,Bcin06g05680
2588,AT4G38970,Bcin06g05680
2589,AT4G30720,Bcin06g05680
2590,AT4G17740,Bcin06g05680
2591,AT3G53510,Bcin06g05680
2592,AT3G54090,Bcin06g05680
2593,AT5G03940,Bcin06g05680
2594,AT5G47640,Bcin06g05680
2595,AT5G10930,Bcin06g05680
2596,AT3G61880,Bcin06g05680
2597,AT3G62550,Bcin06g05680
2598,AT3G62910,Bcin06g05680
2599,AT3G63520,Bcin06g05680
2600,AT5G23980,Bcin06g05680
2601,AT4G29905,Bcin06g05680
2602,AT5G54980,Bcin06g05680
2603,AT4G30920,Bcin06g05680
2604,AT4G31115,Bcin06g05680
2605,AT5G44670,Bcin06g05680
2606,AT5G58000,Bcin06g05680
2607,AT4G34830,Bcin06g05680
2608,AT5G48440,Bcin06g05680
2609,AT4G24090,Bcin06g05680
2610,AT5G64860,Bcin06g05680
2611,AT5G51110,Bcin06g05680
2612,AT4G27710,Bcin06g05680
2613,AT4G29400,Bcin06g05680
2614,AT4G38580,Bcin06g05680
2615,AT5G03230,Bcin06g05680
2616,AT5G57040,Bcin06g05680
2617,AT5G42310,Bcin06g05680
2618,AT5G57960,Bcin06g05680
2619,AT5G15500,Bcin06g05680
2620,AT5G18570,Bcin06g05680
2621,AT4G36900,Bcin06g05680
2622,AT5G52440,Bcin06g05680
2623,AT5G20935,Bcin06g05680
2624,AT5G52030,Bcin06g05680
2625,AT3G57190,Bcin06g06720
2626,AT3G48110,Bcin06g06720
2627,AT3G44798,Bcin06g06720
2628,AT3G06210,Bcin06g06720
2629,AT1G72310,Bcin06g06720
2630,AT4G19890,Bcin06g06720
2631,AT1G70180,Bcin06g06720
2632,AT4G22120,Bcin06g06720
2633,AT1G73380,Bcin06g06720
2634,AT5G05680,Bcin06g06720
2635,AT5G02650,Bcin06g06720
2636,AT3G17950,Bcin06g06720
2637,AT1G75370,Bcin06g06720
2638,AT1G60790,Bcin06g06720
2639,AT3G60070,Bcin06g06720
2640,AT4G15810,Bcin06g06720
2641,AT2G37360,Bcin06g06720
2642,AT4G39470,Bcin06g06720
2643,AT4G39550,Bcin06g06720
2644,AT2G04890,Bcin06g06720
2645,AT2G17650,Bcin06g06720
2646,AT5G44920,Bcin06g06720
2647,AT4G22280,Bcin06g06720
2648,AT3G13980,Bcin06g06720
2649,AT5G49020,Bcin06g06720
2650,AT4G25515,Bcin06g06720
2651,AT4G27610,Bcin06g06720
2652,AT4G38440,Bcin06g06720
2653,AT4G01915,Bcin06g06720
2654,AT5G26622,Bcin06g06720
2655,AT1G14590,Bcin06g06720
2656,AT2G25840,Bcin06g06720
2657,AT2G26070,Bcin06g06720
2658,AT3G27990,Bcin06g06720
2659,AT4G34730,Bcin06g06720
2660,AT5G58960,Bcin06g06720
2661,AT2G27590,Bcin06g06720
2662,AT5G60850,Bcin06g06720
2663,AT2G32650,Bcin06g06720
2664,AT3G04717,Bcin09g03390
2665,AT3G04717,Bcin09g03390
2666,AT2G01890,Bcin09g03390
2667,AT2G01890,Bcin09g03390
2668,AT4G24110,Bcin09g03390
2669,AT4G25120,Bcin09g03390
2670,AT4G25120,Bcin09g03390
2671,AT4G24110,Bcin09g03390
2672,AT2G20635,Bcin09g03390
2673,AT2G20635,Bcin09g03390
2674,AT5G05290,Bcin09g03390
2675,AT5G05290,Bcin09g03390
2676,AT1G01550,Bcin09g06590
2677,AT1G01550,Bcin09g06590
2678,AT1G01550,Bcin09g06590
2679,AT1G01550,Bcin09g06590
2680,AT1G03080,Bcin09g06590
2681,AT1G03080,Bcin09g06590
2682,AT1G03080,Bcin09g06590
2683,AT1G03080,Bcin09g06590
2684,AT1G05960,Bcin09g06590
2685,AT1G05960,Bcin09g06590
2686,AT1G05960,Bcin09g06590
2687,AT1G05960,Bcin09g06590
2688,AT1G08620,Bcin09g06590
2689,AT1G08620,Bcin09g06590
2690,AT1G08620,Bcin09g06590
2691,AT1G08620,Bcin09g06590
2692,AT1G10050,Bcin09g06590
