,Gene,HotSpotNearestGene
1221,AT1G29070,Bcin16g01950
1222,AT1G30590,Bcin16g01950
1223,AT1G30910,Bcin16g01950
1224,AT1G32050,Bcin16g01950
1225,AT1G33990,Bcin16g01950
1226,AT1G34640,Bcin16g01950
1227,AT1G35516,Bcin16g01950
1228,AT1G44920,Bcin16g01950
1229,AT1G48620,Bcin16g01950
1230,AT1G49580,Bcin16g01950
1231,AT1G51200,Bcin16g01950
1232,AT1G52220,Bcin16g01950
1233,AT1G52870,Bcin16g01950
1234,AT1G53190,Bcin16g01950
1235,AT1G55670,Bcin16g01950
1236,AT1G60989,Bcin16g01950
1237,AT1G62970,Bcin16g01950
1238,AT1G63240,Bcin16g01950
1239,AT1G64230,Bcin16g01950
1240,AT1G64355,Bcin16g01950
1241,AT1G64370,Bcin16g01950
1242,AT1G64430,Bcin16g01950
1243,AT1G64500,Bcin16g01950
1244,AT1G64970,Bcin16g01950
1245,AT1G65260,Bcin16g01950
1246,AT1G68010,Bcin16g01950
1247,AT1G68945,Bcin16g01950
1248,AT1G69252,Bcin16g01950
1249,AT1G69420,Bcin16g01950
1250,AT1G70310,Bcin16g01950
1251,AT1G70660,Bcin16g01950
1252,AT1G71340,Bcin16g01950
1253,AT1G71480,Bcin16g01950
1254,AT1G71695,Bcin16g01950
1255,AT1G74470,Bcin16g01950
1256,AT1G74970,Bcin16g01950
1257,AT1G75540,Bcin16g01950
1258,AT1G75630,Bcin16g01950
1259,AT1G75690,Bcin16g01950
1260,AT5G06290,Bcin16g01950
1261,AT1G78150,Bcin16g01950
1262,AT2G02060,Bcin16g01950
1263,AT2G02570,Bcin16g01950
1264,AT2G05620,Bcin16g01950
1265,AT2G14890,Bcin16g01950
1266,AT2G14910,Bcin16g01950
1267,AT2G18440,Bcin16g01950
1268,AT2G18710,Bcin16g01950
1269,AT2G20340,Bcin16g01950
1270,AT2G21320,Bcin16g01950
1271,AT2G21330,Bcin16g01950
1272,AT2G21960,Bcin16g01950
1273,AT2G22190,Bcin16g01950
1274,AT2G24280,Bcin16g01950
1275,AT2G25080,Bcin16g01950
1276,AT2G26500,Bcin16g01950
1277,AT2G27402,Bcin16g01950
1278,AT2G29650,Bcin16g01950
1279,AT2G30570,Bcin16g01950
1280,AT2G31380,Bcin16g01950
1281,AT2G31440,Bcin16g01950
1282,AT2G32080,Bcin16g01950
1283,AT2G33530,Bcin16g01950
1284,AT2G33810,Bcin16g01950
1285,AT2G33815,Bcin16g01950
1286,AT2G34410,Bcin16g01950
1287,AT2G34460,Bcin16g01950
1288,AT2G34720,Bcin16g01950
1289,AT2G34860,Bcin16g01950
1290,AT2G35370,Bcin16g01950
1291,AT2G37410,Bcin16g01950
1292,AT2G38140,Bcin16g01950
1293,AT2G39570,Bcin16g01950
1294,AT2G39730,Bcin16g01950
1295,AT2G39850,Bcin16g01950
1296,AT2G41760,Bcin16g01950
1297,AT2G43750,Bcin16g01950
1298,AT2G43910,Bcin16g01950
1299,AT2G44850,Bcin16g01950
1300,AT2G46820,Bcin16g01950
1301,AT2G46830,Bcin16g01950
1302,AT2G47070,Bcin16g01950
1303,AT3G01060,Bcin16g01950
1304,AT3G02300,Bcin16g01950
1305,AT3G02730,Bcin16g01950
1306,AT3G02830,Bcin16g01950
1307,AT3G04730,Bcin16g01950
1308,AT3G06125,Bcin16g01950
1309,AT3G07880,Bcin16g01950
1310,AT3G09600,Bcin16g01950
1311,AT3G10230,Bcin16g01950
1312,AT3G11730,Bcin16g01950
1313,AT3G12320,Bcin16g01950
1314,AT3G15354,Bcin16g01950
1315,AT3G16940,Bcin16g01950
1316,AT3G22425,Bcin16g01950
1317,AT3G26650,Bcin16g01950
1318,AT3G27350,Bcin16g01950
1319,AT3G45600,Bcin16g01950
1320,AT3G45900,Bcin16g01950
1321,AT3G47470,Bcin16g01950
1322,AT3G48750,Bcin16g01950
1323,AT3G50845,Bcin16g01950
1324,AT3G51950,Bcin16g01950
1325,AT3G53980,Bcin16g01950
1326,AT3G54500,Bcin16g01950
1327,AT3G54910,Bcin16g01950
1328,AT3G55080,Bcin16g01950
1329,AT3G57810,Bcin16g01950
1330,AT3G58010,Bcin16g01950
1331,AT3G62190,Bcin16g01950
1332,AT3G62290,Bcin16g01950
1333,AT3G62560,Bcin16g01950
1334,AT3G62650,Bcin16g01950
1335,AT4G00050,Bcin16g01950
1336,AT4G01150,Bcin16g01950
1337,AT4G02005,Bcin16g01950
1338,AT4G02485,Bcin16g01950
1339,AT4G02640,Bcin16g01950
1340,AT4G02725,Bcin16g01950
1341,AT4G03280,Bcin16g01950
1342,AT4G03560,Bcin16g01950
1343,AT4G09560,Bcin16g01950
1344,AT4G09670,Bcin16g01950
1345,AT4G10180,Bcin16g01950
1346,AT4G12800,Bcin16g01950
1347,AT4G17050,Bcin16g01950
1348,AT4G17730,Bcin16g01950
1349,AT4G19985,Bcin16g01950
1350,AT4G21860,Bcin16g01950
1351,AT4G21960,Bcin16g01950
1352,AT4G24450,Bcin16g01950
1353,AT4G25100,Bcin16g01950
1354,AT4G26850,Bcin16g01950
1355,AT4G28240,Bcin16g01950
1356,AT4G28640,Bcin16g01950
1357,AT4G29890,Bcin16g01950
1358,AT4G31150,Bcin16g01950
1359,AT4G32260,Bcin16g01950
1360,AT4G33110,Bcin16g01950
1361,AT4G34620,Bcin16g01950
1362,AT4G35090,Bcin16g01950
1363,AT4G35100,Bcin16g01950
1364,AT4G35250,Bcin16g01950
1365,AT4G35470,Bcin16g01950
1366,AT4G35530,Bcin16g01950
1367,AT4G37760,Bcin16g01950
1368,AT4G38490,Bcin16g01950
1369,AT5G01090,Bcin16g01950
1370,AT5G02120,Bcin16g01950
1371,AT5G02180,Bcin16g01950
1372,AT5G02840,Bcin16g01950
1373,AT5G03180,Bcin16g01950
1374,AT5G03200,Bcin16g01950
1375,AT5G03760,Bcin16g01950
1376,AT5G04090,Bcin16g01950
1377,AT5G04440,Bcin16g01950
1378,AT5G04710,Bcin16g01950
1379,AT5G05980,Bcin16g01950
1380,AT5G06060,Bcin16g01950
1381,AT5G58930,Bcin16g01950
1382,AT5G07842,Bcin16g01950
1383,AT5G08540,Bcin16g01950
1384,AT5G09660,Bcin16g01950
1385,AT5G09770,Bcin16g01950
1386,AT5G10745,Bcin16g01950
1387,AT5G14210,Bcin16g01950
1388,AT5G15170,Bcin16g01950
1389,AT5G17230,Bcin16g01950
1390,AT5G17870,Bcin16g01950
1391,AT5G19150,Bcin16g01950
1392,AT5G19220,Bcin16g01950
1393,AT5G19430,Bcin16g01950
1394,AT5G19500,Bcin16g01950
1395,AT5G20580,Bcin16g01950
1396,AT5G22210,Bcin16g01950
1397,AT5G22620,Bcin16g01950
1398,AT5G23440,Bcin16g01950
1399,AT5G24670,Bcin16g01950
1400,AT5G26850,Bcin16g01950
1401,AT5G27410,Bcin16g01950
1402,AT5G28900,Bcin16g01950
1403,AT5G30510,Bcin16g01950
1404,AT5G37790,Bcin16g01950
1405,AT5G39340,Bcin16g01950
1406,AT5G57815,Bcin16g01950
1407,AT5G41340,Bcin16g01950
1408,AT5G42210,Bcin16g01950
1409,AT5G42765,Bcin16g01950
1410,AT5G44510,Bcin16g01950
1411,AT5G46110,Bcin16g01950
1412,AT5G47110,Bcin16g01950
1413,AT5G48412,Bcin16g01950
1414,AT5G49100,Bcin16g01950
1415,AT5G50000,Bcin16g01950
1416,AT5G55160,Bcin16g01950
1417,AT5G55640,Bcin16g01950
1418,AT5G56380,Bcin16g01950
1419,AT5G67030,Bcin16g01950
1420,AT5G58140,Bcin16g01950
1421,AT5G63280,Bcin16g01950
1422,AT5G62430,Bcin16g01950
1423,AT5G62790,Bcin16g01950
1424,AT5G62890,Bcin16g01950
1425,AT5G65685,Bcin16g01950
1426,AT5G64040,Bcin16g01950
1427,AT5G64170,Bcin16g01950
1428,AT5G65220,Bcin16g01950
1429,AT5G66570,Bcin16g01950
1430,AT5G66610,Bcin16g01950
1431,AT1G32330,Bcin02g02480
1432,AT2G22480,Bcin02g02480
1433,AT2G41700,Bcin02g02480
1434,AT3G60190,Bcin02g02480
1435,AT5G04720,Bcin02g02480
1436,AT5G63990,Bcin02g02480
1437,AT5G26710,Bcin03g05020
1438,AT1G67680,Bcin03g05020
1439,AT3G25770,Bcin03g05020
1440,AT1G08130,Bcin03g05020
1441,AT5G08139,Bcin03g05020
1442,AT1G58602,Bcin03g05020
1443,AT2G43420,Bcin03g05020
1444,AT3G59970,Bcin03g05020
1445,AT3G05350,Bcin03g05020
1446,AT3G06530,Bcin03g05020
1447,AT1G19300,Bcin03g05020
1448,AT1G70770,Bcin03g05020
1449,AT5G60410,Bcin03g05020
1450,AT3G11710,Bcin03g05020
1451,AT1G24360,Bcin03g05020
1452,AT1G02230,Bcin03g00960
1453,AT1G04940,Bcin03g00960
1454,AT1G05070,Bcin03g00960
1455,AT1G07615,Bcin03g00960
1456,AT5G51020,Bcin03g00960
1457,AT1G08550,Bcin03g00960
1458,AT1G13380,Bcin03g00960
1459,AT5G53220,Bcin03g00960
1460,AT1G19715,Bcin03g00960
1461,AT1G19720,Bcin03g00960
1462,AT1G20810,Bcin03g00960
1463,AT5G57270,Bcin03g00960
1464,AT1G28330,Bcin03g00960
1465,AT1G29410,Bcin03g00960
1466,AT1G32990,Bcin03g00960
1467,AT1G35420,Bcin03g00960
1468,AT1G42430,Bcin03g00960
1469,AT1G42550,Bcin03g00960
1470,AT1G43580,Bcin03g00960
1471,AT1G51440,Bcin03g00960
1472,AT1G52570,Bcin03g00960
1473,AT3G19180,Bcin03g00960
1474,AT1G60860,Bcin03g00960
1475,AT1G64680,Bcin03g00960
1476,AT1G64690,Bcin03g00960
1477,AT1G66840,Bcin03g00960
1478,AT3G27220,Bcin03g00960
1479,AT3G47070,Bcin03g00960
1480,AT1G72530,Bcin03g00960
1481,AT1G75310,Bcin03g00960
1482,AT1G78880,Bcin03g00960
1483,AT2G02790,Bcin03g00960
1484,AT2G03390,Bcin03g00960
1485,AT2G19810,Bcin03g00960
1486,AT2G22770,Bcin03g00960
1487,AT2G32500,Bcin03g00960
1488,AT2G33860,Bcin03g00960
1489,AT2G34640,Bcin03g00960
1490,AT2G35760,Bcin03g00960
1491,AT2G36490,Bcin03g00960
1492,AT2G39140,Bcin03g00960
1493,AT2G40970,Bcin03g00960
1494,AT2G41560,Bcin03g00960
1495,AT2G42290,Bcin03g00960
1496,AT4G10550,Bcin03g00960
1497,AT2G46110,Bcin03g00960
1498,AT2G46250,Bcin03g00960
1499,AT2G48120,Bcin03g00960
1500,AT3G03710,Bcin03g00960
1501,AT3G05180,Bcin03g00960
1502,AT4G19070,Bcin03g00960
1503,AT4G21550,Bcin03g00960
1504,AT3G06660,Bcin03g00960
1505,AT3G09860,Bcin03g00960
1506,AT3G10060,Bcin03g00960
1507,AT4G28080,Bcin03g00960
1508,AT3G14980,Bcin03g00960
1509,AT3G15095,Bcin03g00960
1510,AT3G16010,Bcin03g00960
1511,AT3G16570,Bcin03g00960
1512,AT3G17590,Bcin03g00960
1513,AT4G38160,Bcin03g00960
1514,AT3G22190,Bcin03g00960
1515,AT5G02150,Bcin03g00960
1516,AT3G26310,Bcin03g00960
1517,AT3G26720,Bcin03g00960
1518,AT5G11720,Bcin03g00960
1519,AT5G13730,Bcin03g00960
1520,AT3G47860,Bcin03g00960
1521,AT3G49670,Bcin03g00960
1522,AT3G50040,Bcin03g00960
1523,AT3G53700,Bcin03g00960
1524,AT3G53920,Bcin03g00960
1525,AT3G56010,Bcin03g00960
1526,AT3G56080,Bcin03g00960
1527,AT3G57080,Bcin03g00960
1528,AT5G25475,Bcin03g00960
1529,AT3G62000,Bcin03g00960
1530,AT3G63210,Bcin03g00960
1531,AT3G63540,Bcin03g00960
1532,AT4G00370,Bcin03g00960
1533,AT4G00850,Bcin03g00960
1534,AT4G02790,Bcin03g00960
1535,AT4G09640,Bcin03g00960
1536,AT5G47900,Bcin03g00960
1537,AT4G10890,Bcin03g00960
1538,AT4G13640,Bcin03g00960
1539,AT4G14540,Bcin03g00960
1540,AT4G14622,Bcin03g00960
1541,AT4G14890,Bcin03g00960
1542,AT5G55840,Bcin03g00960
1543,AT5G57110,Bcin03g00960
1544,AT4G23300,Bcin03g00960
1545,AT4G25910,Bcin03g00960
1546,AT4G26590,Bcin03g00960
1547,AT5G60940,Bcin03g00960
1548,AT4G28760,Bcin03g00960
1549,AT4G31270,Bcin03g00960
1550,AT4G35920,Bcin03g00960
1551,AT4G37553,Bcin03g00960
1552,AT4G37820,Bcin03g00960
1553,AT5G23570,Bcin03g00960
1554,AT5G01880,Bcin03g00960
1555,AT5G55580,Bcin03g00960
1556,AT5G04060,Bcin03g00960
1557,AT5G27400,Bcin03g00960
1558,AT5G27730,Bcin03g00960
1559,AT5G38860,Bcin03g00960
1560,AT5G13980,Bcin03g00960
1561,AT5G14620,Bcin03g00960
1562,AT5G16040,Bcin03g00960
1563,AT5G17170,Bcin03g00960
1564,AT5G21222,Bcin03g00960
1565,AT5G23430,Bcin03g00960
1566,AT5G52280,Bcin03g00960
1567,AT5G24490,Bcin03g00960
1568,AT5G58575,Bcin03g00960
1569,AT5G42200,Bcin03g00960
1570,AT5G43810,Bcin03g00960
1571,AT5G44785,Bcin03g00960
1572,AT5G61130,Bcin03g00960
1573,AT5G51545,Bcin03g00960
1574,AT1G01080,Bcin04g04700
1575,AT1G01160,Bcin04g04700
1576,AT1G01170,Bcin04g04700
1577,AT1G01430,Bcin04g04700
1578,AT1G01860,Bcin04g04700
1579,AT1G02150,Bcin04g04700
1580,AT1G02280,Bcin04g04700
1581,AT1G02290,Bcin04g04700
1582,AT1G02300,Bcin04g04700
1583,AT1G02340,Bcin04g04700
1584,AT1G03000,Bcin04g04700
1585,AT1G03130,Bcin04g04700
1586,AT5G18760,Bcin04g04700
1587,AT5G18850,Bcin04g04700
1588,AT1G03630,Bcin04g04700
1589,AT2G47160,Bcin04g04700
1590,AT1G04240,Bcin04g04700
1591,AT1G04430,Bcin04g04700
1592,AT1G04550,Bcin04g04700
1593,AT1G04590,Bcin04g04700
1594,AT3G01810,Bcin04g04700
1595,AT1G05190,Bcin04g04700
1596,AT1G05600,Bcin04g04700
1597,AT1G05870,Bcin04g04700
1598,AT3G04160,Bcin04g04700
1599,AT3G04450,Bcin04g04700
1600,AT1G06910,Bcin04g04700
1601,AT3G04760,Bcin04g04700
1602,AT3G04890,Bcin04g04700
1603,AT1G08380,Bcin04g04700
1604,AT1G08910,Bcin04g04700
1605,AT1G56050,Bcin04g04700
1606,AT1G08980,Bcin04g04700
1607,AT1G56720,Bcin04g04700
1608,AT1G10200,Bcin04g04700
1609,AT1G10510,Bcin04g04700
1610,AT1G10610,Bcin04g04700
1611,AT5G27270,Bcin04g04700
1612,AT1G10910,Bcin04g04700
1613,AT1G11430,Bcin04g04700
1614,AT1G11530,Bcin04g04700
1615,AT1G11760,Bcin04g04700
1616,AT3G08740,Bcin04g04700
1617,AT1G12250,Bcin04g04700
1618,AT1G12730,Bcin04g04700
1619,AT1G12930,Bcin04g04700
1620,AT1G13860,Bcin04g04700
1621,AT1G14270,Bcin04g04700
1622,AT1G14280,Bcin04g04700
1623,AT1G14345,Bcin04g04700
1624,AT1G62830,Bcin04g04700
1625,AT3G12345,Bcin04g04700
1626,AT1G14840,Bcin04g04700
1627,AT1G15260,Bcin04g04700
1628,AT5G38565,Bcin04g04700
1629,AT1G15730,Bcin04g04700
1630,AT1G16080,Bcin04g04700
1631,AT1G16680,Bcin04g04700
1632,AT3G13360,Bcin04g04700
1633,AT1G17350,Bcin04g04700
1634,AT1G17460,Bcin04g04700
1635,AT1G17510,Bcin04g04700
1636,AT1G17850,Bcin04g04700
1637,AT1G17970,Bcin04g04700
1638,AT1G18170,Bcin04g04700
1639,AT1G18660,Bcin04g04700
1640,AT5G41760,Bcin04g04700
1641,AT1G18730,Bcin04g04700
1642,AT3G16000,Bcin04g04700
1643,AT5G42240,Bcin04g04700
1644,AT1G19710,Bcin04g04700
1645,AT1G19835,Bcin04g04700
1646,AT1G20010,Bcin04g04700
1647,AT1G20020,Bcin04g04700
1648,AT1G20650,Bcin04g04700
1649,AT1G20830,Bcin04g04700
1650,AT1G20890,Bcin04g04700
1651,AT1G21600,Bcin04g04700
1652,AT1G22630,Bcin04g04700
1653,AT1G22740,Bcin04g04700
1654,AT3G19800,Bcin04g04700
1655,AT3G19810,Bcin04g04700
1656,AT3G19850,Bcin04g04700
1657,AT1G24148,Bcin04g04700
1658,AT1G24160,Bcin04g04700
1659,AT3G20440,Bcin04g04700
1660,AT5G45680,Bcin04g04700
1661,AT3G20550,Bcin04g04700
1662,AT1G25375,Bcin04g04700
1663,AT1G25440,Bcin04g04700
1664,AT3G21100,Bcin04g04700
1665,AT1G26100,Bcin04g04700
1666,AT1G26260,Bcin04g04700
1667,AT3G22104,Bcin04g04700
1668,AT3G22150,Bcin04g04700
1669,AT1G27190,Bcin04g04700
1670,AT1G27520,Bcin04g04700
1671,AT2G34300,Bcin04g04700
1672,AT3G23640,Bcin04g04700
1673,AT1G29530,Bcin04g04700
1674,AT1G29560,Bcin04g04700
1675,AT3G25530,Bcin04g04700
1676,AT3G25717,Bcin04g04700
1677,AT1G30610,Bcin04g04700
1678,AT3G25920,Bcin04g04700
1679,AT1G31410,Bcin04g04700
1680,AT1G31420,Bcin04g04700
1681,AT1G31650,Bcin04g04700
1682,AT1G31920,Bcin04g04700
1683,AT1G32200,Bcin04g04700
1684,AT1G32520,Bcin04g04700
1685,AT1G32583,Bcin04g04700
1686,AT1G33240,Bcin04g04700
1687,AT1G33810,Bcin04g04700
1688,AT3G28040,Bcin04g04700
1689,AT3G28130,Bcin04g04700
1690,AT1G35460,Bcin04g04700
1691,AT5G53860,Bcin04g04700
1692,AT5G53900,Bcin04g04700
1693,AT5G54090,Bcin04g04700
1694,AT3G29185,Bcin04g04700
1695,AT1G44000,Bcin04g04700
1696,AT1G44446,Bcin04g04700
1697,AT1G45230,Bcin04g04700
1698,AT3G43790,Bcin04g04700
1699,AT1G48300,Bcin04g04700
1700,AT1G48520,Bcin04g04700
1701,AT1G48950,Bcin04g04700
1702,AT1G49010,Bcin04g04700
1703,AT3G45850,Bcin04g04700
1704,AT1G49480,Bcin04g04700
1705,AT1G49630,Bcin04g04700
1706,AT1G49975,Bcin04g04700
1707,AT1G50290,Bcin04g04700
1708,AT3G48670,Bcin04g04700
1709,AT3G48710,Bcin04g04700
1710,AT1G50900,Bcin04g04700
1711,AT1G51630,Bcin04g04700
1712,AT1G52150,Bcin04g04700
1713,AT1G52230,Bcin04g04700
1714,AT3G50430,Bcin04g04700
1715,AT1G52590,Bcin04g04700
1716,AT1G53000,Bcin04g04700
1717,AT3G50820,Bcin04g04700
1718,AT3G51075,Bcin04g04700
1719,AT1G54440,Bcin04g04700
1720,AT1G54730,Bcin04g04700
1721,AT1G54790,Bcin04g04700
1722,AT1G55160,Bcin04g04700
1723,AT1G55260,Bcin04g04700
1724,AT1G55370,Bcin04g04700
1725,AT1G55480,Bcin04g04700
1726,AT2G17695,Bcin04g04700
1727,AT1G56150,Bcin04g04700
1728,AT2G18290,Bcin04g04700
1729,AT3G53850,Bcin04g04700
1730,AT1G57790,Bcin04g04700
1731,AT5G65687,Bcin04g04700
1732,AT1G59750,Bcin04g04700
1733,AT1G59840,Bcin04g04700
1734,AT5G66180,Bcin04g04700
1735,AT1G60010,Bcin04g04700
1736,AT1G60260,Bcin04g04700
1737,AT3G56650,Bcin04g04700
1738,AT1G60600,Bcin04g04700
1739,AT1G60950,Bcin04g04700
1740,AT1G60990,Bcin04g04700
1741,AT1G61240,Bcin04g04700
1742,AT3G57930,Bcin04g04700
1743,AT3G58200,Bcin04g04700
1744,AT1G62630,Bcin04g04700
1745,AT2G23840,Bcin04g04700
1746,AT1G63670,Bcin04g04700
1747,AT1G63980,Bcin04g04700
1748,AT3G59320,Bcin04g04700
1749,AT1G64860,Bcin04g04700
1750,AT1G65010,Bcin04g04700
1751,AT1G65032,Bcin04g04700
1752,AT1G65070,Bcin04g04700
1753,AT1G65080,Bcin04g04700
1754,AT1G65420,Bcin04g04700
1755,AT1G65920,Bcin04g04700
1756,AT4G33500,Bcin04g04700
1757,AT1G66130,Bcin04g04700
1758,AT1G66980,Bcin04g04700
1759,AT1G67080,Bcin04g04700
1760,AT1G67265,Bcin04g04700
1761,AT1G67490,Bcin04g04700
1762,AT1G67700,Bcin04g04700
1763,AT1G68190,Bcin04g04700
1764,AT4G35760,Bcin04g04700
1765,AT4G01330,Bcin04g04700
1766,AT1G68585,Bcin04g04700
1767,AT1G68590,Bcin04g04700
1768,AT1G68830,Bcin04g04700
1769,AT1G69200,Bcin04g04700
1770,AT1G69700,Bcin04g04700
1771,AT1G69935,Bcin04g04700
1772,AT1G70100,Bcin04g04700
1773,AT1G70200,Bcin04g04700
1774,AT1G70650,Bcin04g04700
1775,AT4G04040,Bcin04g04700
1776,AT1G71260,Bcin04g04700
1777,AT1G71710,Bcin04g04700
1778,AT1G71720,Bcin04g04700
1779,AT1G71970,Bcin04g04700
1780,AT1G72160,Bcin04g04700
1781,AT1G72410,Bcin04g04700
1782,AT4G09620,Bcin04g04700
1783,AT1G72480,Bcin04g04700
1784,AT1G72500,Bcin04g04700
1785,AT1G72630,Bcin04g04700
1786,AT1G72640,Bcin04g04700
1787,AT1G72645,Bcin04g04700
1788,AT1G72650,Bcin04g04700
1789,AT1G73210,Bcin04g04700
1790,AT1G73655,Bcin04g04700
1791,AT4G11410,Bcin04g04700
1792,AT3G23070,Bcin04g04700
1793,AT1G73870,Bcin04g04700
1794,AT4G11970,Bcin04g04700
1795,AT4G12560,Bcin04g04700
1796,AT2G36230,Bcin04g04700
1797,AT1G74520,Bcin04g04700
1798,AT4G13100,Bcin04g04700
1799,AT4G13220,Bcin04g04700
1800,AT1G75100,Bcin04g04700
1801,AT4G13670,Bcin04g04700
1802,AT4G13810,Bcin04g04700
1803,AT1G75420,Bcin04g04700
1804,AT1G75460,Bcin04g04700
1805,AT5G11480,Bcin04g04700
1806,AT4G14510,Bcin04g04700
1807,AT1G76100,Bcin04g04700
1808,AT1G76110,Bcin04g04700
1809,AT4G14740,Bcin04g04700
1810,AT1G76720,Bcin04g04700
1811,AT4G14870,Bcin04g04700
1812,AT1G77090,Bcin04g04700
1813,AT4G15510,Bcin04g04700
1814,AT1G77480,Bcin04g04700
1815,AT4G15540,Bcin04g04700
1816,AT1G77990,Bcin04g04700
1817,AT1G78010,Bcin04g04700
1818,AT1G78510,Bcin04g04700
1819,AT4G15820,Bcin04g04700
1820,AT1G79880,Bcin04g04700
1821,AT1G80570,Bcin04g04700
1822,AT1G80630,Bcin04g04700
1823,AT2G44920,Bcin04g04700
1824,AT2G01760,Bcin04g04700
1825,AT2G02770,Bcin04g04700
1826,AT2G03310,Bcin04g04700
1827,AT5G18460,Bcin04g04700
1828,AT4G18030,Bcin04g04700
1829,AT2G03550,Bcin04g04700
1830,AT2G03590,Bcin04g04700
1831,AT2G03780,Bcin04g04700
1832,AT5G19940,Bcin04g04700
1833,AT4G19170,Bcin04g04700
1834,AT2G04270,Bcin04g04700
1835,AT4G20030,Bcin04g04700
1836,AT2G04690,Bcin04g04700
1837,AT2G04842,Bcin04g04700
1838,AT2G05210,Bcin04g04700
1839,AT2G05310,Bcin04g04700
1840,AT2G06010,Bcin04g04700
1841,AT4G22200,Bcin04g04700
1842,AT2G14090,Bcin04g04700
1843,AT4G23400,Bcin04g04700
1844,AT2G14880,Bcin04g04700
1845,AT2G15960,Bcin04g04700
1846,AT3G04940,Bcin04g04700
1847,AT3G05100,Bcin04g04700
1848,AT2G18050,Bcin04g04700
1849,AT3G05160,Bcin04g04700
1850,AT2G18850,Bcin04g04700
1851,AT2G19280,Bcin04g04700
1852,AT2G19650,Bcin04g04700
1853,AT4G27430,Bcin04g04700
1854,AT2G20180,Bcin04g04700
1855,AT2G20930,Bcin04g04700
1856,AT2G21280,Bcin04g04700
1857,AT2G21385,Bcin04g04700
1858,AT4G29750,Bcin04g04700
1859,AT2G21710,Bcin04g04700
1860,AT2G21830,Bcin04g04700
1861,AT2G22540,Bcin04g04700
1862,AT2G22980,Bcin04g04700
1863,AT3G09980,Bcin04g04700
1864,AT2G23470,Bcin04g04700
1865,AT2G23520,Bcin04g04700
1866,AT3G11500,Bcin04g04700
1867,AT2G23940,Bcin04g04700
1868,AT2G24120,Bcin04g04700
1869,AT3G12685,Bcin04g04700
1870,AT2G24630,Bcin04g04700
1871,AT2G24650,Bcin04g04700
1872,AT2G25000,Bcin04g04700
1873,AT2G25070,Bcin04g04700
1874,AT4G33000,Bcin04g04700
1875,AT2G25350,Bcin04g04700
1876,AT2G25710,Bcin04g04700
1877,AT5G39800,Bcin04g04700
1878,AT2G25950,Bcin04g04700
1879,AT2G26470,Bcin04g04700
1880,AT2G26900,Bcin04g04700
1881,AT2G26930,Bcin04g04700
1882,AT2G27230,Bcin04g04700
1883,AT4G35335,Bcin04g04700
1884,AT2G28310,Bcin04g04700
1885,AT2G38370,Bcin04g04700
1886,AT2G28605,Bcin04g04700
1887,AT2G28720,Bcin04g04700
1888,AT2G28870,Bcin04g04700
1889,AT2G29320,Bcin04g04700
1890,AT2G29360,Bcin04g04700
1891,AT3G17470,Bcin04g04700
1892,AT2G30280,Bcin04g04700
1893,AT2G30390,Bcin04g04700
1894,AT2G30695,Bcin04g04700
1895,AT2G31040,Bcin04g04700
1896,AT2G31150,Bcin04g04700
1897,AT2G31170,Bcin04g04700
1898,AT2G31190,Bcin04g04700
1899,AT5G02250,Bcin04g04700
1900,AT2G31320,Bcin04g04700
1901,AT5G02710,Bcin04g04700
1902,AT5G45610,Bcin04g04700
1903,AT2G31840,Bcin04g04700
1904,AT2G32180,Bcin04g04700
1905,AT2G32470,Bcin04g04700
1906,AT2G32480,Bcin04g04700
1907,AT5G04810,Bcin04g04700
1908,AT2G32970,Bcin04g04700
1909,AT2G33050,Bcin04g04700
1910,AT5G05610,Bcin04g04700
1911,AT5G05960,Bcin04g04700
1912,AT2G33990,Bcin04g04700
1913,AT5G06180,Bcin04g04700
1914,AT2G34470,Bcin04g04700
1915,AT2G35130,Bcin04g04700
1916,AT2G35260,Bcin04g04700
1917,AT5G49230,Bcin04g04700
1918,AT5G08580,Bcin04g04700
1919,AT2G37080,Bcin04g04700
1920,AT3G25805,Bcin04g04700
1921,AT2G37450,Bcin04g04700
1922,AT2G37678,Bcin04g04700
1923,AT2G37930,Bcin04g04700
1924,AT5G10946,Bcin04g04700
1925,AT5G25040,Bcin04g04700
1926,AT4G13970,Bcin04g04700
1927,AT2G38970,Bcin04g04700
1928,AT2G39090,Bcin04g04700
1929,AT2G39280,Bcin04g04700
1930,AT5G13520,Bcin04g04700
1931,AT5G13660,Bcin04g04700
1932,AT2G40770,Bcin04g04700
1933,AT2G41250,Bcin04g04700
1934,AT5G14320,Bcin04g04700
1935,AT5G14450,Bcin04g04700
1936,AT2G41820,Bcin04g04700
1937,AT2G42190,Bcin04g04700
1938,AT2G42320,Bcin04g04700
1939,AT2G42450,Bcin04g04700
1940,AT2G42690,Bcin04g04700
1941,AT2G43030,Bcin04g04700
1942,AT2G43560,Bcin04g04700
1943,AT5G16310,Bcin04g04700
1944,AT3G45310,Bcin04g04700
1945,AT5G16710,Bcin04g04700
1946,AT2G45250,Bcin04g04700
1947,AT5G18440,Bcin04g04700
1948,AT5G59750,Bcin04g04700
1949,AT2G45850,Bcin04g04700
1950,AT5G60840,Bcin04g04700
1951,AT5G60870,Bcin04g04700
1952,AT5G61420,Bcin04g04700
1953,AT3G49140,Bcin04g04700
1954,AT2G47220,Bcin04g04700
1955,AT2G47940,Bcin04g04700
1956,AT5G62350,Bcin04g04700
